,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR
0,2017,1,1,7,-73,-81,-9999,0,0,-9999,-9999,-9999
1,2017,1,1,8,-77,-86,-9999,0,0,-9999,-9999,-9999
2,2017,1,1,9,-75,-81,-9999,0,0,-9999,-9999,-9999
3,2017,1,1,10,-75,-82,-9999,0,0,-9999,-9999,-9999
4,2017,1,1,11,-79,-89,-9999,0,0,-9999,-9999,-9999
5,2017,1,1,12,-72,-78,-9999,0,0,-9999,-9999,-9999
6,2017,1,1,13,-87,-94,-9999,0,0,-9999,-9999,-9999
7,2017,1,1,14,-85,-94,-9999,0,0,-9999,-9999,-9999
8,2017,1,1,15,-46,-58,-9999,190,15,-9999,-9999,-9999
9,2017,1,1,16,-18,-41,-9999,0,0,-9999,-9999,-9999
10,2017,1,1,17,10,-38,-9999,150,15,-9999,-9999,-9999
11,2017,1,1,18,28,-50,-9999,160,36,-9999,-9999,-9999
12,2017,1,1,19,40,-56,-9999,200,26,-9999,-9999,-9999
13,2017,1,1,20,44,-57,-9999,0,0,-9999,-9999,-9999
14,2017,1,1,21,36,-49,-9999,0,0,-9999,-9999,-9999
15,2017,1,1,22,36,-53,-9999,100,21,-9999,-9999,-9999
16,2017,1,1,23,18,-46,-9999,80,21,-9999,-9999,-9999
17,2017,1,2,0,16,-40,-9999,90,15,-9999,-9999,-9999
18,2017,1,2,1,9,-38,-9999,80,36,-9999,-9999,-9999
19,2017,1,2,2,7,-32,-9999,90,46,-9999,-9999,-9999
20,2017,1,2,3,5,-33,-9999,100,36,-9999,-9999,-9999
21,2017,1,2,4,3,-33,-9999,70,26,-9999,-9999,-9999
22,2017,1,2,5,-3,-36,-9999,80,31,-9999,-9999,-9999
23,2017,1,2,6,-15,-38,-9999,80,21,-9999,-9999,-9999
24,2017,1,2,7,-21,-43,-9999,0,0,-9999,-9999,-9999
25,2017,1,2,8,-15,-40,-9999,80,41,-9999,-9999,-9999
26,2017,1,2,9,-17,-39,-9999,80,21,-9999,-9999,-9999
27,2017,1,2,10,-19,-38,-9999,50,15,-9999,-9999,-9999
28,2017,1,2,11,-15,-31,-9999,50,15,-9999,-9999,-9999
29,2017,1,2,12,-4,-23,-9999,70,15,-9999,-9999,-9999
